unique_id,Agency Name,Site Name,Service Name,Service Name (2),Address,Site City,Site Postal Code,Application,Crisis_Phone,Description (Service),Eligibility,E_Mail,Hours,Languages,Office_Phone,Primary_Contact,Primary_Contact_Email,Toll_Free_Phone,Website,Taxonomy,Fees,Funding,DD Code,Physical Access,Category,FSA
2234,Harold and Grace Baker Long Term Care,Harold and Grace Baker Long Term Care,Harold and Grace Baker Centre,,"1 Northwestern Ave Toronto, ON M6M 2J7",Toronto,M6M 2J7,Contact Central Local Health Integration Network - Home and Community Care,,"The Harold and Grace Baker Centre organizes and facilitates a Community-wide Caregiver Support Group. Informational, educational and round table discussions are part of our program. The sessions are held in the surrounding York area, at the following locations including at the Harold & Grace Baker Centre, Greenborough Community Church, Immaculate Conception Roman Catholic Church and select nearby schools. Please see posters of current events at the front entrance of the residence, in the Family Centre and in the monthly Baker Bulletin.",Caregivers from the community or family members of residents,,Daily 24 hoursUnrestricted visiting hours during the day,English,416-654-2889,,,,,Caregiver Support Groups,subsidies for basic rates may be available for eligible applicants,,Housing (Long Term Care Facilities),Fully Accessible,Food & Housing,M6M 
2235,SE Health,Toronto - Lansing Sq,Nursing,,"2 Lansing Sq, Suite 600 Toronto, ON M2J 4P8",Toronto,M2J 4P8,"Call Client Service Representatives (CSR) to inquire, or referral from medical doctor, Central Local Health Integration Network",,"Registered Nurses and Registered Practical Nurses provide a broad range of services to people of all ages and diagnoses in the comfort and convenience of their own home, workplace or other community setting* nurses care for individuals who have just been discharged from the hospital with acute care needs, those with complex or chronic conditions and longer term health care requirements","Individuals recently discharged or in transition from the hospital with acute care needs, those with complex or chronic conditions requiring short or longer term health care",torontocentralsdc@saintelizabeth.com,"Daily 24 hoursAdministrative hours are Mon-Fri 7am-9pm * Sat, Sun 8am-9pm",English ; French ; Many other languages,416-498-8600,,,,www.saintelizabeth.com,Home Health Care,Set fees Some services may be covered by government-funded programs or private insurance,,Home Services,Fully Accessible,Food & Housing,M2J 
2236,Canadian Helen Keller Centre,Rotary Cheshire Apartments,Outreach Intervenor Services,,"422 Willowdale Ave, Suite 101 Toronto, ON M2N 5B1",Toronto,M2N 5B1,Call or visit,,"Provides intervenors that give auditory and visual information, as well as interpretation services to people who are deafblind and living in the Greater Toronto Area * Intervenors escort deaf-blind persons to daily activities such as shopping, banking, and recreational/social events, as well as to medical, educational, legal, or government related services",Deaf-blind people living in the Greater Toronto Area,info@chkc.org,Daily 8am-12midnight * Acess to 24 hour emergency on-call Intervenor,English ; ASL (Adapted Sign Language),416-730-9501,,,,www.chkc.org,Escort Programs ~ Deaf-Blindness ; Interpretation/Translation ~ Deaf-Blindness,Unknown,,Housing (Supportive),Fully Accessible,Food & Housing,M2N 
2237,Delore Quality Health Care Services,Delore Quality Health Care Services,Delore Quality Health Care Services,,"10 San Romano Way, Unit 1703 Toronto, ON M3N 2Y2",Toronto,M3N 2Y2,"In person, via email or over the phone",,"Daily living needs, hygiene and daily physical care, routine personal care, stand-by or walking assistance, perform light housekeeping and cleaning duties, coordination of care, transportation, staff relief in hospitals, group homes, nursing home, shelters, and retirement home Convalescence and chronic care, care of the elderly and cognitively impaired, personal and attendant care (bathing, grooming), support to individuals with special needs, short and long term assigments, care giver relief, respite services (day, over night, weekends) palliative care, community skills training and support, escort with doctor's appointments",No restrictions,emmanuel_oludare@yahoo.com,Daily 24 hours,English ; French,416-294-9981,,,647-879-1126,,Adult In Home Respite Care ; Case/Care Management ; Disability Related Transportation ; Escort Programs ; Home Health Care ; Homemaker Assistance ; Palliative Care ; Personal Care ; Private Health Care Practices ; Senior Ride Programs,Contact us for pricing,Private,Home Services,,Food & Housing,M3N 
2238,LOFT Community Services,416 Community Support for Women,416 Community Support for Women,,"416 Dundas St E Toronto, ON M5A 2A8",Toronto,M5A 2A8,"See website for referral form, self-referral also accepted",,"Drop-in crisis centre * mental health case management and crisis intervention * recreation and craft activities * daily breakfast 8:30-10 am, and lunch 12 noon-1:30 pm * telephone, shower and laundry facilities, ID clinic, voluntary trusteeship service * medical clinic -- Monday to Thursday afternoons * outreach services including substance abuse support * liaison with other community agencies and government services","Ages: 16 year(s) and up Women 16 years and older coping with isolation, addiction and/or mental health issues",info@loftcs.org,Mon-Sun 8 am-4 pm * open statutory holidays,English ; Filipino ; Italian ; Spanish,416-928-3334,"Alex Branston, Program Coordinator",,,www.loftcs.org/programs/supports-for-adults/416-community-support-for-women/,Arts and Crafts Instruction ~ Women ; Community Meals ; General Medical Care ~ Women ; General Recreational Activities/Sports ~ Women ; Identification Clinics ; In Person Crisis Intervention ~ Women ; Laundry Facilities ; Mental Health Drop In Centres ~ Women ; Personal Finances Administration ; Psychiatric Case Management ~ Women ; Public Showers/Baths ; Street Outreach Programs ~ Women ; Substance Use Disorder Drop In Programs ~ Women ; Telephone Facilities,None,United Way - United Way Greater Toronto,Housing (Supportive),Not Accessible,Food & Housing,M5A 
2239,Wesley Mimico United Church,Martin Luther Evangelical Lutheran Church,Food Bank,,"Martin Luther Evangelical Lutheran Church 2379 Lake Shore Blvd W Toronto, ON M8V 1B7",Toronto,M8V 1B7,Call ahead * identification and proof of address required,,Emergency food bank,,office@wmuc.ca,Sat 11 am-1 pm * closed the last Saturday of each month,English,416-546-5737 ; 416-251-5811,,,,www.wmuc.ca,Food Banks,None,,Food (Food Banks),Wheelchair accessible - call for details,Food & Housing,M8V 
2240,Church of St Jude (Wexford) Deacons Pantry,Church of St Jude (Wexford) Deacons Pantry,Church of St Jude (Wexford) Deacons Pantry,,"Church of St Jude (Wexford) 10 Howarth Ave Toronto, ON M1R 1H4",Toronto,M1R 1H4,Drop in * identification required for all family members,,Emergency food bank * member of Second Harvest Food Support Committee,,stjudewexford@toronto.anglican.ca,Wed 10 am-12 noon,English ; Arabic ; Spanish,416-755-5872,"Mary Wilcox, Parish Secretary",,,www.stjudewexford.ca/home/food-bank/,Food Banks,None,,Food (Food Banks),Designated parking at entrance ; Wheelchair accessible main entrance ; Barrier-free washroom,Food & Housing,M1R 
2241,Toronto Vegetarian Food Bank,Toronto Vegetarian Food Bank,Toronto Vegetarian Food Bank,,"Yonge Street Mission, Christian Community Centre 270 Gerrard St E Toronto, ON M5A 2G4",Toronto,M5A 2G4,"Call, text, email or drop in * identification required for each family member, including proof of address, household income and expenses * bring reusable grocery bags if possible",,Vegetarian food bank,"Individuals and families who are vegetarian, vegan, or who are actively transitioning to a meat-free diet -- call for details",TOvegfoodbank@gmail.com,"Last Saturday of each month, 12 noon-4 pm * arrive by 3 pm to register",English ; Volunteer interpretation for other languages may be available,647-878-6516,,,,www.tvfb.ca,Food Banks,None,,Food (Food Banks),"Wheelchair accessible automatic main entrance ; Easy access to elevator - braille, with lowered buttons ; Wheelchair accessible washroom, assistance needed with door ; Street parking * 4 lot parking spaces",Food & Housing,M5A 
2243,Agincourt Pentecostal Church Community Connections Food Bank,Agincourt Pentecostal Church Community Connections Food Bank,Agincourt Pentecostal Church Community Connections Food Bank,,"Agincourt Church 2885 Kennedy Rd Toronto, ON M1V 1S8",Toronto,M1V 1S8,"Call or drop in * food bank -- at initial intake assessment discussion, income and address information, and identification for household members, may be requested -- call for details",,"Food bank, household items and meal program * member of Daily Bread Food Bank",,info@onechurch.to,"Food bank -- Tue, Thu 6:30 pm-8:30 pm Meal -- Thu 6:30 pm-8:30 pm",English,416-291-9575,Johanne Cripal; Phone: 416-291-9575 ext 227; Email: johanne@onechurch.to,johanne@onechurch.to,,agincourt.church,Community Meals ; Food Banks,None,,Food (Food Banks),Wheelchair accessible automatic main entrance ; Barrier-free washroom including door and stall ; Lot parking,Food & Housing,M1V 
2244,Millennium Support and Care Group,Millennium Support and Care Group,Millennium Support and Care Group,,"7 Hayden St, Suite 303 Toronto, ON M4Y 2P2",Toronto,M4Y 2P2,Call for information,,Housekeeping and homemaker support * nursing care * transportation to medical appointments * health education * outreach to newcomers and seniors * respite care * social and recreational activities,Seniors and persons with disabilities,mscg@mail.com,Office -- Mon-Fri 1 pm-8 pm,English,416-925-4417,,,,www.millenniumsupport.com,Adult In Home Respite Care ; General Health Education Programs ~ Older Adults ; General Health Education Programs ~ People With Disabilities ; General Recreational Activities/Sports ~ Older Adults ; General Recreational Activities/Sports ~ People With Disabilities ; Home Health Care ~ Older Adults ; Home Health Care ~ People With Disabilities ; Homemaker Assistance ; Non-Emergency Medical Transportation ~ Older Adults ; Non-Emergency Medical Transportation ~ People With Disabilities ; Outreach Programs ~ Immigrants/Refugees ; Outreach Programs ~ Older Adults ; Senior Centres,Vary for different services * home support -- minimum 4 hours,,Home Services,Not Accessible,Food & Housing,M4Y 
2245,Better Living Health and Community Services,Better Living Health and Community Services,Thompson House,,"1 Overland Dr Toronto, ON M3C 2C3",Toronto,M3C 2C3,Apply through your local Local Health Integration Network -- see separate entries,,"Long term care facility * semiprivate accommodation * capacity 136 * doctor on call and nursing care 24 hours * case management * social worker, physiotherapist, chiropodist * social and recreation programs * hairdressing services","Adults 18 years and older who require assistance with daily living, including those who are confused, incontinent",info@betterlivinghealth.org,Office -- Mon-Fri 8 am-4 pm,English,416-447-7244 ext 510,"Tracy Moss, Business Office Coordinator; Phone: 416-447-7244 ext 534",,,www.mybetterliving.ca,Nursing Facilities,"Standard fees, subsidies may be available",,Housing (Long Term Care Facilities),Designated parking at entrance ; Wheelchair accessible automatic main entrance ; Easy access to elevator ; Barrier-free washroom including door and stall - with grab bars,Food & Housing,M3C 
